PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,Was Waitlisted
PNR0000027620,20000,2100-04-16,1AC,Tatkal,NDLS,SBC,2099-08-15,Waitlisted,3,Adult,Counter,1661,11,43,Rajdhani,340,Defense Quota,No,180,Not Confirmed,True
PNR0000027621,51902,2100-04-17,2AC,Tatkal,BBS,NDLS,2099-08-16,Confirmed,1,Adult,Counter,83,5,37,Superfast,61,Defense Quota,No,0,Confirmed,False
PNR0000027622,76276,2100-04-18,Sleeper,General,KOAA,BSB,2099-08-17,Waitlisted,5,Child,Counter,1482,15,5,Rajdhani,97,Defense Quota,No,91,Not Confirmed,True
PNR0000027623,88869,2100-04-19,2AC,Tatkal,BSB,BCT,2099-08-18,Confirmed,5,Adult,Counter,1073,5,2,Shatabdi,302,No Special Consideration,No,0,Confirmed,False
PNR0000027624,63027,2100-04-20,1AC,Premium Tatkal,NJP,ASR,2099-08-19,Confirmed,3,Child,IRCTC Website,1259,13,40,Rajdhani,215,Senior Citizen,No,0,Confirmed,False
PNR0000027625,96530,2100-04-21,3AC,Tatkal,KOAA,BCT,2099-08-20,Waitlisted,5,Adult,Mobile App,416,3,28,Express,298,No Special Consideration,Yes,18,Not Confirmed,True
PNR0000027626,89079,2100-04-22,1AC,Ladies,KOAA,BBS,2099-08-21,Waitlisted,3,Adult,IRCTC Website,676,19,28,Shatabdi,306,Defense Quota,No,121,Not Confirmed,True
PNR0000027627,79184,2100-04-23,3AC,Ladies,LTT,BSB,2099-08-22,RAC,2,Adult,IRCTC Website,1943,13,18,Express,156,Senior Citizen,Yes,0,Confirmed,False
PNR0000027628,98103,2100-04-24,2AC,Tatkal,JU,CNB,2099-08-23,Confirmed,2,Senior Citizen,Counter,908,12,46,Rajdhani,310,Defense Quota,Yes,0,Confirmed,False
PNR0000027629,30504,2100-04-25,3AC,Premium Tatkal,JU,GKP,2099-08-24,Waitlisted,2,Adult,IRCTC Website,1329,11,13,Rajdhani,8,Defense Quota,Yes,190,Not Confirmed,True
PNR0000027630,46688,2100-04-26,Sleeper,Ladies,CNB,HWH,2099-08-25,Confirmed,5,Senior Citizen,Counter,1512,7,22,Shatabdi,141,Senior Citizen,No,0,Confirmed,False
PNR0000027631,28025,2100-04-27,2AC,Premium Tatkal,ASR,BSB,2099-08-26,Waitlisted,1,Senior Citizen,Counter,1893,5,9,Express,321,Senior Citizen,Yes,36,Not Confirmed,True
PNR0000027632,23811,2100-04-28,1AC,Tatkal,BSB,LKO,2099-08-27,Confirmed,4,Child,IRCTC Website,957,11,21,Superfast,258,Senior Citizen,Yes,0,Confirmed,False
PNR0000027633,42561,2100-04-29,1AC,General,JP,SBC,2099-08-28,Waitlisted,2,Senior Citizen,IRCTC Website,1631,18,22,Superfast,363,Defense Quota,No,141,Not Confirmed,True
PNR0000027634,70071,2100-04-30,3AC,Premium Tatkal,MMCT,KOAA,2099-08-29,Confirmed,2,Child,Mobile App,1484,11,22,Shatabdi,485,No Special Consideration,No,0,Confirmed,False
PNR0000027635,24248,2100-05-01,2AC,General,MAS,GKP,2099-08-30,RAC,4,Adult,Counter,819,19,13,Express,292,Senior Citizen,No,0,Confirmed,False
PNR0000027636,35555,2100-05-02,2AC,General,NJP,CSMT,2099-08-31,Confirmed,5,Senior Citizen,Mobile App,1511,9,14,Express,34,Senior Citizen,No,0,Confirmed,False
PNR0000027637,48003,2100-05-03,Sleeper,Tatkal,LKO,GKP,2099-09-01,RAC,5,Child,IRCTC Website,1240,7,38,Shatabdi,104,No Special Consideration,No,0,Confirmed,False
PNR0000027638,47854,2100-05-04,1AC,Ladies,CNB,SC,2099-09-02,RAC,2,Adult,IRCTC Website,1678,9,4,Rajdhani,112,Defense Quota,No,0,Confirmed,False
PNR0000027639,89660,2100-05-05,1AC,General,LTT,CSMT,2099-09-03,Confirmed,2,Adult,IRCTC Website,989,13,41,Superfast,369,No Special Consideration,No,0,Confirmed,False
PNR0000027640,70807,2100-05-06,Sleeper,Ladies,PNBE,JHS,2099-09-04,RAC,4,Child,Counter,556,5,17,Express,206,No Special Consideration,No,0,Confirmed,False
PNR0000027641,16876,2100-05-07,Sleeper,Premium Tatkal,SC,BCT,2099-09-05,Confirmed,5,Senior Citizen,Mobile App,1014,6,15,Shatabdi,408,Defense Quota,Yes,0,Confirmed,False
PNR0000027642,77211,2100-05-08,1AC,General,MAS,JU,2099-09-06,Waitlisted,1,Child,Mobile App,1425,11,41,Rajdhani,425,No Special Consideration,No,37,Not Confirmed,True
PNR0000027643,71387,2100-05-09,2AC,Premium Tatkal,GKP,JHS,2099-09-07,RAC,4,Adult,IRCTC Website,142,6,43,Rajdhani,455,No Special Consideration,No,0,Confirmed,False
PNR0000027644,34171,2100-05-10,Sleeper,General,HWH,SBC,2099-09-08,RAC,3,Senior Citizen,IRCTC Website,1421,3,28,Shatabdi,155,Senior Citizen,Yes,0,Confirmed,False
PNR0000027645,83317,2100-05-11,3AC,Premium Tatkal,JP,BBS,2099-09-09,Waitlisted,4,Adult,Counter,1023,2,20,Express,74,Senior Citizen,Yes,15,Not Confirmed,True
PNR0000027646,92180,2100-05-12,1AC,General,JP,KOAA,2099-09-10,Waitlisted,4,Child,Counter,1642,11,46,Rajdhani,83,Defense Quota,No,180,Not Confirmed,True
PNR0000027647,60849,2100-05-13,3AC,Ladies,SBC,JP,2099-09-11,Confirmed,2,Senior Citizen,IRCTC Website,1116,8,2,Express,246,Defense Quota,Yes,0,Confirmed,False
PNR0000027648,67926,2100-05-14,1AC,Tatkal,ADI,JP,2099-09-12,Waitlisted,2,Senior Citizen,Counter,1039,13,30,Superfast,487,Defense Quota,Yes,200,Not Confirmed,True
PNR0000027649,10099,2100-05-15,Sleeper,Premium Tatkal,PNBE,NDLS,2099-09-13,RAC,1,Child,IRCTC Website,393,3,11,Superfast,449,Defense Quota,No,0,Confirmed,False
PNR0000027650,67672,2100-05-16,2AC,Tatkal,CNB,ASR,2099-09-14,Confirmed,3,Senior Citizen,Counter,431,9,32,Superfast,32,No Special Consideration,Yes,0,Confirmed,False
PNR0000027651,20102,2100-05-17,1AC,Premium Tatkal,KOAA,CSMT,2099-09-15,RAC,5,Adult,IRCTC Website,1764,14,31,Superfast,240,Defense Quota,Yes,0,Confirmed,False
PNR0000027652,58712,2100-05-18,3AC,General,ADI,SBC,2099-09-16,Waitlisted,2,Child,Mobile App,1181,8,44,Shatabdi,112,No Special Consideration,Yes,54,Not Confirmed,True
PNR0000027653,92183,2100-05-19,1AC,Premium Tatkal,GKP,CNB,2099-09-17,Waitlisted,3,Senior Citizen,IRCTC Website,1949,19,7,Superfast,231,Senior Citizen,No,171,Not Confirmed,True
PNR0000027654,24829,2100-05-20,1AC,Premium Tatkal,GKP,BBS,2099-09-18,Waitlisted,5,Child,Mobile App,194,2,14,Express,250,Defense Quota,Yes,66,Not Confirmed,True
PNR0000027655,28825,2100-05-21,2AC,Ladies,ADI,JU,2099-09-19,Waitlisted,1,Adult,Mobile App,412,9,18,Shatabdi,252,Defense Quota,Yes,143,Not Confirmed,True
PNR0000027656,71906,2100-05-22,2AC,Premium Tatkal,SBC,NDLS,2099-09-20,RAC,5,Child,IRCTC Website,1048,15,19,Express,374,Senior Citizen,No,0,Confirmed,False
PNR0000027657,38364,2100-05-23,3AC,Premium Tatkal,ADI,GKP,2099-09-21,RAC,3,Child,IRCTC Website,1348,19,7,Express,173,Senior Citizen,Yes,0,Confirmed,False
PNR0000027658,63939,2100-05-24,2AC,Tatkal,MMCT,ASR,2099-09-22,RAC,3,Senior Citizen,Mobile App,157,3,44,Rajdhani,417,Defense Quota,No,0,Confirmed,False
PNR0000027659,99470,2100-05-25,3AC,General,LKO,BSB,2099-09-23,Waitlisted,3,Child,Mobile App,1268,7,30,Superfast,129,Defense Quota,Yes,26,Not Confirmed,True
PNR0000027660,44063,2100-05-26,1AC,Tatkal,HWH,GKP,2099-09-24,Confirmed,3,Child,IRCTC Website,1093,4,11,Rajdhani,32,Senior Citizen,No,0,Confirmed,False
PNR0000027661,23271,2100-05-27,3AC,General,BBS,HWH,2099-09-25,RAC,2,Adult,Counter,1977,2,40,Express,387,Defense Quota,No,0,Confirmed,False
PNR0000027662,42595,2100-05-28,1AC,Ladies,GKP,MAS,2099-09-26,RAC,4,Child,IRCTC Website,66,3,33,Shatabdi,441,Senior Citizen,No,0,Confirmed,False
PNR0000027663,27032,2100-05-29,Sleeper,General,PNBE,MAS,2099-09-27,Waitlisted,2,Child,Mobile App,1522,16,25,Express,66,Defense Quota,No,78,Not Confirmed,True
PNR0000027664,13818,2100-05-30,2AC,General,JP,KOAA,2099-09-28,Waitlisted,5,Adult,Counter,925,14,41,Shatabdi,171,No Special Consideration,No,120,Not Confirmed,True
PNR0000027665,25012,2100-05-31,Sleeper,Ladies,JHS,BBS,2099-09-29,Waitlisted,2,Adult,IRCTC Website,983,14,35,Shatabdi,391,Senior Citizen,Yes,162,Not Confirmed,True
PNR0000027666,96889,2100-06-01,1AC,Ladies,JHS,SBC,2099-09-30,Confirmed,3,Child,Counter,1498,4,14,Shatabdi,426,No Special Consideration,No,0,Confirmed,False
PNR0000027667,31632,2100-06-02,Sleeper,General,KOAA,BBS,2099-10-01,Waitlisted,3,Adult,Mobile App,1550,14,28,Superfast,413,Senior Citizen,Yes,94,Not Confirmed,True
PNR0000027668,51113,2100-06-03,3AC,Tatkal,JHS,GKP,2099-10-02,Waitlisted,3,Child,Mobile App,666,13,5,Superfast,453,Senior Citizen,No,85,Not Confirmed,True
PNR0000027669,22507,2100-06-04,1AC,Premium Tatkal,BCT,UMB,2099-10-03,RAC,5,Senior Citizen,Mobile App,214,14,36,Rajdhani,78,No Special Consideration,Yes,0,Confirmed,False
PNR0000027670,11071,2100-06-05,2AC,Ladies,BSB,CSMT,2099-10-04,RAC,3,Senior Citizen,Counter,1190,6,19,Superfast,289,Senior Citizen,No,0,Confirmed,False
PNR0000027671,14268,2100-06-06,1AC,Premium Tatkal,MAS,ADI,2099-10-05,Confirmed,3,Senior Citizen,Mobile App,1306,8,46,Rajdhani,346,No Special Consideration,Yes,0,Confirmed,False
PNR0000027672,25277,2100-06-07,1AC,General,NDLS,JU,2099-10-06,Waitlisted,2,Child,IRCTC Website,1201,5,40,Shatabdi,154,No Special Consideration,Yes,189,Not Confirmed,True
PNR0000027673,25346,2100-06-08,Sleeper,Ladies,BBS,BSB,2099-10-07,Waitlisted,2,Adult,IRCTC Website,1173,15,3,Shatabdi,296,Senior Citizen,Yes,156,Not Confirmed,True
PNR0000027674,32292,2100-06-09,Sleeper,Ladies,UMB,LTT,2099-10-08,Waitlisted,4,Child,Counter,1572,11,23,Shatabdi,217,Defense Quota,No,110,Not Confirmed,True
PNR0000027675,83841,2100-06-10,3AC,General,HWH,UMB,2099-10-09,RAC,2,Senior Citizen,Counter,651,16,37,Express,157,Senior Citizen,Yes,0,Confirmed,False
PNR0000027676,42426,2100-06-11,Sleeper,General,JHS,JU,2099-10-10,Waitlisted,5,Senior Citizen,IRCTC Website,1667,7,28,Rajdhani,333,No Special Consideration,Yes,3,Not Confirmed,True
PNR0000027677,73084,2100-06-12,3AC,Ladies,JHS,NJP,2099-10-11,Confirmed,3,Senior Citizen,IRCTC Website,820,9,13,Rajdhani,331,Defense Quota,No,0,Confirmed,False
PNR0000027678,53089,2100-06-13,Sleeper,Ladies,JHS,BCT,2099-10-12,Confirmed,2,Adult,Mobile App,1301,8,16,Rajdhani,235,No Special Consideration,No,0,Confirmed,False
PNR0000027679,44062,2100-06-14,2AC,Ladies,SC,HWH,2099-10-13,Confirmed,3,Senior Citizen,Mobile App,1892,19,41,Express,415,Defense Quota,No,0,Confirmed,False
PNR0000027680,33479,2100-06-15,3AC,Tatkal,SC,SC,2099-10-14,Waitlisted,2,Senior Citizen,Counter,927,12,44,Shatabdi,463,Defense Quota,No,35,Not Confirmed,True
PNR0000027681,42623,2100-06-16,2AC,Tatkal,UMB,JP,2099-10-15,Confirmed,2,Senior Citizen,Counter,1557,7,32,Express,388,Senior Citizen,No,0,Confirmed,False
PNR0000027682,56007,2100-06-17,Sleeper,General,NDLS,NJP,2099-10-16,RAC,4,Senior Citizen,Counter,154,2,37,Shatabdi,401,Defense Quota,Yes,0,Confirmed,False
PNR0000027683,41370,2100-06-18,Sleeper,Premium Tatkal,ASR,LKO,2099-10-17,Confirmed,1,Adult,Mobile App,1698,9,27,Rajdhani,23,No Special Consideration,Yes,0,Confirmed,False
PNR0000027684,93991,2100-06-19,3AC,Tatkal,BBS,UMB,2099-10-18,Confirmed,2,Adult,Mobile App,119,12,42,Express,363,No Special Consideration,No,0,Confirmed,False
PNR0000027685,17544,2100-06-20,2AC,Ladies,MAS,SBC,2099-10-19,RAC,4,Senior Citizen,Counter,1670,13,16,Express,465,Defense Quota,No,0,Confirmed,False
PNR0000027686,63585,2100-06-21,3AC,Ladies,SBC,JHS,2099-10-20,Waitlisted,3,Child,IRCTC Website,1842,16,41,Rajdhani,143,Defense Quota,Yes,28,Not Confirmed,True
PNR0000027687,93782,2100-06-22,2AC,Tatkal,SBC,HWH,2099-10-21,Confirmed,4,Adult,Counter,1049,19,14,Rajdhani,42,Defense Quota,Yes,0,Confirmed,False
PNR0000027688,82071,2100-06-23,2AC,Ladies,LTT,CSMT,2099-10-22,RAC,2,Adult,Counter,1908,18,6,Superfast,404,Senior Citizen,No,0,Confirmed,False
PNR0000027689,41726,2100-06-24,Sleeper,General,JU,ASR,2099-10-23,RAC,2,Adult,IRCTC Website,1396,19,45,Superfast,247,No Special Consideration,No,0,Confirmed,False
PNR0000027690,59292,2100-06-25,2AC,Ladies,CNB,CSMT,2099-10-24,RAC,4,Adult,Counter,867,4,11,Shatabdi,191,Defense Quota,No,0,Confirmed,False
PNR0000027691,45403,2100-06-26,2AC,General,CSMT,LKO,2099-10-25,Confirmed,4,Adult,Counter,888,15,38,Shatabdi,165,No Special Consideration,No,0,Confirmed,False
PNR0000027692,27792,2100-06-27,1AC,Tatkal,BSB,MMCT,2099-10-26,Waitlisted,1,Adult,Counter,440,3,19,Shatabdi,336,Defense Quota,Yes,65,Not Confirmed,True
PNR0000027693,76414,2100-06-28,3AC,Premium Tatkal,BBS,SBC,2099-10-27,RAC,3,Adult,Counter,1210,12,7,Rajdhani,185,Defense Quota,No,0,Confirmed,False
PNR0000027694,38477,2100-06-29,2AC,Ladies,BBS,CSMT,2099-10-28,RAC,2,Child,Counter,1571,6,20,Express,98,Defense Quota,Yes,0,Confirmed,False
PNR0000027695,20870,2100-06-30,2AC,Premium Tatkal,BSB,SBC,2099-10-29,Waitlisted,5,Senior Citizen,Mobile App,1956,14,43,Rajdhani,13,Defense Quota,Yes,119,Not Confirmed,True
PNR0000027696,78243,2100-07-01,2AC,Ladies,HWH,ADI,2099-10-30,Confirmed,2,Adult,Counter,260,2,41,Rajdhani,450,No Special Consideration,Yes,0,Confirmed,False
PNR0000027697,10547,2100-07-02,2AC,Tatkal,HWH,KOAA,2099-10-31,Waitlisted,2,Senior Citizen,IRCTC Website,1082,13,7,Superfast,351,No Special Consideration,Yes,174,Not Confirmed,True
PNR0000027698,40806,2100-07-03,Sleeper,Premium Tatkal,NDLS,SBC,2099-11-01,RAC,1,Child,Mobile App,1494,19,20,Rajdhani,446,Senior Citizen,No,0,Confirmed,False
PNR0000027699,49571,2100-07-04,1AC,General,SBC,SC,2099-11-02,RAC,3,Adult,Counter,1669,6,8,Rajdhani,212,Defense Quota,No,0,Confirmed,False
PNR0000027700,42426,2100-07-05,Sleeper,Ladies,LKO,JHS,2099-11-03,Waitlisted,4,Adult,IRCTC Website,475,15,38,Superfast,136,Senior Citizen,Yes,159,Not Confirmed,True
PNR0000027701,82024,2100-07-06,3AC,Premium Tatkal,KOAA,CNB,2099-11-04,Confirmed,3,Child,Mobile App,1702,5,39,Express,53,No Special Consideration,Yes,0,Confirmed,False
PNR0000027702,26671,2100-07-07,3AC,General,BBS,LKO,2099-11-05,Waitlisted,2,Adult,Mobile App,1040,19,39,Express,13,Defense Quota,Yes,3,Not Confirmed,True
PNR0000027703,18955,2100-07-08,2AC,General,BBS,BSB,2099-11-06,Waitlisted,5,Adult,IRCTC Website,1083,12,16,Express,496,Defense Quota,Yes,170,Not Confirmed,True
PNR0000027704,72912,2100-07-09,3AC,General,MMCT,CSMT,2099-11-07,Confirmed,3,Child,Mobile App,1103,5,27,Shatabdi,401,Senior Citizen,No,0,Confirmed,False
PNR0000027705,26739,2100-07-10,3AC,Premium Tatkal,JHS,JU,2099-11-08,Waitlisted,2,Senior Citizen,IRCTC Website,106,19,32,Shatabdi,404,Defense Quota,Yes,84,Not Confirmed,True
PNR0000027706,85000,2100-07-11,3AC,Premium Tatkal,SBC,UMB,2099-11-09,Confirmed,2,Adult,Counter,105,12,36,Shatabdi,386,Defense Quota,No,0,Confirmed,False
PNR0000027707,97484,2100-07-12,2AC,General,JP,BSB,2099-11-10,Waitlisted,2,Senior Citizen,Mobile App,649,4,41,Rajdhani,313,No Special Consideration,No,150,Not Confirmed,True
PNR0000027708,43862,2100-07-13,Sleeper,Ladies,HWH,KOAA,2099-11-11,Confirmed,4,Senior Citizen,IRCTC Website,147,19,38,Express,250,Senior Citizen,Yes,0,Confirmed,False
PNR0000027709,75360,2100-07-14,Sleeper,Premium Tatkal,PNBE,UMB,2099-11-12,Waitlisted,1,Child,IRCTC Website,773,10,12,Rajdhani,19,Defense Quota,Yes,96,Not Confirmed,True
PNR0000027710,17509,2100-07-15,3AC,Tatkal,GKP,UMB,2099-11-13,RAC,2,Senior Citizen,Mobile App,1818,17,27,Superfast,318,No Special Consideration,No,0,Confirmed,False
PNR0000027711,33141,2100-07-16,Sleeper,Tatkal,LTT,HWH,2099-11-14,Confirmed,1,Adult,Mobile App,796,9,19,Superfast,359,No Special Consideration,Yes,0,Confirmed,False
PNR0000027712,87364,2100-07-17,2AC,General,CSMT,MMCT,2099-11-15,Confirmed,2,Child,Counter,1468,11,45,Express,12,Defense Quota,No,0,Confirmed,False
PNR0000027713,71811,2100-07-18,3AC,General,MMCT,BSB,2099-11-16,Waitlisted,1,Adult,Counter,77,17,36,Express,168,Defense Quota,Yes,104,Not Confirmed,True
PNR0000027714,19736,2100-07-19,Sleeper,Ladies,GKP,JHS,2099-11-17,RAC,4,Child,Counter,1744,12,42,Superfast,172,No Special Consideration,No,0,Confirmed,False
PNR0000027715,55556,2100-07-20,Sleeper,General,GKP,HWH,2099-11-18,RAC,4,Adult,Counter,306,4,38,Express,246,No Special Consideration,Yes,0,Confirmed,False
PNR0000027716,85962,2100-07-21,1AC,General,LTT,MMCT,2099-11-19,Waitlisted,2,Adult,IRCTC Website,603,14,6,Shatabdi,481,No Special Consideration,No,90,Not Confirmed,True
PNR0000027717,25850,2100-07-22,1AC,Tatkal,JP,ADI,2099-11-20,Confirmed,3,Child,Mobile App,1532,18,46,Rajdhani,361,Senior Citizen,Yes,0,Confirmed,False
PNR0000027718,96516,2100-07-23,1AC,Premium Tatkal,BBS,SBC,2099-11-21,RAC,2,Child,IRCTC Website,158,15,41,Shatabdi,318,Defense Quota,No,0,Confirmed,False
PNR0000027719,36317,2100-07-24,2AC,Ladies,CSMT,JHS,2099-11-22,RAC,3,Child,Counter,491,11,44,Express,277,No Special Consideration,No,0,Confirmed,False
PNR0000027720,17440,2100-07-25,1AC,General,BCT,ASR,2099-11-23,Confirmed,5,Senior Citizen,IRCTC Website,1950,7,37,Superfast,405,Senior Citizen,No,0,Confirmed,False
PNR0000027721,84177,2100-07-26,3AC,General,MMCT,BBS,2099-11-24,Confirmed,1,Child,Counter,1174,10,26,Express,226,Senior Citizen,No,0,Confirmed,False
PNR0000027722,91025,2100-07-27,2AC,Tatkal,BCT,GKP,2099-11-25,Confirmed,4,Child,Mobile App,1055,19,17,Rajdhani,169,Defense Quota,Yes,0,Confirmed,False
PNR0000027723,46984,2100-07-28,2AC,Tatkal,SBC,BSB,2099-11-26,Confirmed,2,Child,IRCTC Website,747,3,17,Express,475,No Special Consideration,Yes,0,Confirmed,False
PNR0000027724,32276,2100-07-29,1AC,Tatkal,LKO,BBS,2099-11-27,Waitlisted,2,Senior Citizen,IRCTC Website,1981,11,16,Superfast,34,No Special Consideration,Yes,150,Not Confirmed,True
PNR0000027725,28412,2100-07-30,3AC,Ladies,MAS,SBC,2099-11-28,Confirmed,2,Adult,IRCTC Website,1141,11,30,Shatabdi,209,Defense Quota,Yes,0,Confirmed,False
PNR0000027726,36428,2100-07-31,Sleeper,Ladies,NDLS,NJP,2099-11-29,RAC,3,Child,IRCTC Website,299,3,18,Express,294,No Special Consideration,Yes,0,Confirmed,False
PNR0000027727,31786,2100-08-01,1AC,Ladies,NDLS,SBC,2099-11-30,Confirmed,3,Senior Citizen,IRCTC Website,1097,18,10,Rajdhani,313,Defense Quota,Yes,0,Confirmed,False
PNR0000027728,79430,2100-08-02,Sleeper,Premium Tatkal,BBS,SBC,2099-12-01,Confirmed,4,Child,Counter,891,14,31,Rajdhani,152,Senior Citizen,No,0,Confirmed,False
PNR0000027729,94882,2100-08-03,2AC,Premium Tatkal,CSMT,BBS,2099-12-02,Waitlisted,2,Child,Counter,210,9,27,Express,11,Defense Quota,No,197,Not Confirmed,True
PNR0000027730,77727,2100-08-04,1AC,General,UMB,BSB,2099-12-03,Waitlisted,5,Child,Counter,683,15,28,Express,118,No Special Consideration,Yes,40,Not Confirmed,True
PNR0000027731,60661,2100-08-05,3AC,General,KOAA,CSMT,2099-12-04,RAC,5,Adult,Mobile App,1137,5,47,Express,148,No Special Consideration,No,0,Confirmed,False
PNR0000027732,86619,2100-08-06,1AC,Ladies,MAS,KOAA,2099-12-05,Waitlisted,5,Child,IRCTC Website,1490,12,46,Superfast,436,No Special Consideration,No,28,Not Confirmed,True
PNR0000027733,45738,2100-08-07,3AC,General,KOAA,SBC,2099-12-06,Waitlisted,5,Child,Mobile App,873,5,8,Rajdhani,384,Defense Quota,No,100,Not Confirmed,True
PNR0000027734,62234,2100-08-08,2AC,Tatkal,MMCT,HWH,2099-12-07,Confirmed,2,Adult,Mobile App,411,19,18,Shatabdi,337,Senior Citizen,Yes,0,Confirmed,False
PNR0000027735,10534,2100-08-09,3AC,General,ASR,SC,2099-12-08,RAC,4,Child,IRCTC Website,261,19,10,Shatabdi,154,Senior Citizen,No,0,Confirmed,False
PNR0000027736,70956,2100-08-10,2AC,Premium Tatkal,JHS,BBS,2099-12-09,Waitlisted,3,Senior Citizen,IRCTC Website,503,6,13,Shatabdi,465,No Special Consideration,No,196,Not Confirmed,True
PNR0000027737,23626,2100-08-11,Sleeper,Premium Tatkal,BBS,BBS,2099-12-10,RAC,3,Adult,Counter,379,14,46,Superfast,478,No Special Consideration,No,0,Confirmed,False
PNR0000027738,39736,2100-08-12,2AC,Ladies,JHS,SBC,2099-12-11,Waitlisted,4,Child,Mobile App,1908,15,23,Shatabdi,181,Senior Citizen,Yes,183,Not Confirmed,True
PNR0000027739,23599,2100-08-13,Sleeper,Tatkal,HWH,LKO,2099-12-12,Confirmed,2,Child,Mobile App,1869,3,2,Express,348,Defense Quota,Yes,0,Confirmed,False
PNR0000027740,73630,2100-08-14,2AC,General,LKO,CNB,2099-12-13,Waitlisted,1,Child,IRCTC Website,669,2,40,Shatabdi,370,Defense Quota,Yes,143,Not Confirmed,True
PNR0000027741,61479,2100-08-15,3AC,Ladies,GKP,MAS,2099-12-14,Confirmed,3,Adult,Mobile App,444,18,24,Superfast,489,No Special Consideration,No,0,Confirmed,False
PNR0000027742,12676,2100-08-16,Sleeper,General,LKO,SC,2099-12-15,Waitlisted,5,Child,IRCTC Website,167,5,17,Rajdhani,439,Defense Quota,Yes,105,Not Confirmed,True
PNR0000027743,98726,2100-08-17,2AC,General,ASR,JP,2099-12-16,Waitlisted,2,Senior Citizen,IRCTC Website,1749,9,15,Shatabdi,54,Defense Quota,No,185,Not Confirmed,True
PNR0000027744,95794,2100-08-18,2AC,Premium Tatkal,BBS,SC,2099-12-17,Confirmed,3,Adult,Counter,292,19,25,Shatabdi,212,Senior Citizen,Yes,0,Confirmed,False
PNR0000027745,44069,2100-08-19,Sleeper,General,KOAA,CSMT,2099-12-18,Confirmed,4,Child,IRCTC Website,1287,7,22,Rajdhani,366,Senior Citizen,Yes,0,Confirmed,False
PNR0000027746,61048,2100-08-20,2AC,Ladies,ADI,CSMT,2099-12-19,Confirmed,4,Adult,IRCTC Website,208,16,36,Rajdhani,275,Defense Quota,Yes,0,Confirmed,False
PNR0000027747,80146,2100-08-21,2AC,Premium Tatkal,HWH,CNB,2099-12-20,Waitlisted,1,Adult,Mobile App,1914,9,39,Superfast,474,Defense Quota,Yes,174,Not Confirmed,True
PNR0000027748,79612,2100-08-22,Sleeper,General,BCT,CSMT,2099-12-21,Waitlisted,3,Senior Citizen,Mobile App,475,17,41,Rajdhani,477,Defense Quota,No,125,Not Confirmed,True
PNR0000027749,67902,2100-08-23,3AC,Premium Tatkal,SBC,LKO,2099-12-22,Confirmed,4,Adult,Counter,1424,7,34,Rajdhani,444,Defense Quota,No,0,Confirmed,False
PNR0000027750,33656,2100-08-24,3AC,General,SC,MMCT,2099-12-23,RAC,4,Child,Mobile App,1689,11,47,Rajdhani,295,Defense Quota,No,0,Confirmed,False
PNR0000027751,17089,2100-08-25,3AC,Premium Tatkal,MMCT,ASR,2099-12-24,RAC,4,Child,Mobile App,1239,4,46,Rajdhani,80,Senior Citizen,No,0,Confirmed,False
PNR0000027752,87375,2100-08-26,1AC,General,ASR,ADI,2099-12-25,Confirmed,4,Child,IRCTC Website,810,7,34,Rajdhani,72,Senior Citizen,No,0,Confirmed,False
PNR0000027753,14715,2100-08-27,3AC,Tatkal,BSB,UMB,2099-12-26,RAC,1,Senior Citizen,Mobile App,193,15,10,Shatabdi,11,No Special Consideration,No,0,Confirmed,False
PNR0000027754,32829,2100-08-28,3AC,Premium Tatkal,CSMT,HWH,2099-12-27,Confirmed,4,Adult,Counter,653,19,32,Express,296,Senior Citizen,No,0,Confirmed,False
PNR0000027755,24830,2100-08-29,Sleeper,Ladies,SBC,ASR,2099-12-28,Waitlisted,3,Adult,Mobile App,1247,17,5,Superfast,328,Defense Quota,No,112,Not Confirmed,True
PNR0000027756,92652,2100-08-30,Sleeper,General,CSMT,NDLS,2099-12-29,Waitlisted,5,Adult,IRCTC Website,938,12,26,Rajdhani,146,Defense Quota,Yes,166,Not Confirmed,True
PNR0000027757,79164,2100-08-31,1AC,General,UMB,LKO,2099-12-30,Confirmed,5,Adult,Mobile App,1552,14,9,Shatabdi,466,Defense Quota,Yes,0,Confirmed,False
PNR0000027758,70246,2100-09-01,3AC,Ladies,LKO,CNB,2099-12-31,Confirmed,5,Adult,IRCTC Website,884,19,40,Superfast,295,No Special Consideration,Yes,0,Confirmed,False
PNR0000027759,86227,2100-09-02,2AC,Premium Tatkal,NDLS,LKO,2100-01-01,Waitlisted,1,Child,Counter,1035,19,14,Rajdhani,378,Senior Citizen,Yes,5,Not Confirmed,True
PNR0000027760,84517,2100-09-03,3AC,Ladies,PNBE,GKP,2100-01-02,Waitlisted,4,Adult,Mobile App,1305,5,17,Shatabdi,9,Senior Citizen,Yes,47,Not Confirmed,True
PNR0000027761,83060,2100-09-04,Sleeper,Tatkal,CSMT,MAS,2100-01-03,Waitlisted,4,Senior Citizen,Mobile App,173,2,19,Rajdhani,25,Senior Citizen,No,142,Not Confirmed,True
